0,1,2,PERSON_INJURY
-0.9816222976895074,36.99403327970894,-0.3062376273682105,Injured
-0.9890149405775127,21.994343274123807,-0.17569539124226716,Injured
-0.9790301886874883,43.008465444351756,-0.38972790875795194,Injured
-0.966114344564269,67.9844804276387,-0.5828125161095851,Injured
-0.9889463718751645,21.995245124759375,-0.17557815356254894,Injured
-0.9879700764457775,24.012622115650895,-0.22766049034037397,Injured
-0.9873736155959558,25.993396064776647,-0.22048411521743613,Injured
-0.9683692362988287,59.98216787553928,-1.5066683223165498,Injured
-0.9819447025776094,31.997694394445183,-1.2890450108247438,Injured
-0.9884691449423446,19.003182513287143,-1.182007835037482,Injured
-0.9743148737945719,47.99942778579783,-1.4332860049564808,Injured
-0.9881857506190435,20.00140669432059,-1.1900657281645792,Injured
-0.9831097312430557,28.976295825028373,-1.2407847071331009,Injured
-0.9683590540567963,58.976327785327335,-1.504234904658272,Injured
-0.9833625773188555,24.977313690955746,-2.201225775853241,Injured
-0.9657941766248659,60.991260957649025,-2.5514958563290002,Injured
-0.9794340516872784,32.97684696496178,-2.2711959251947826,Injured
-0.9829820897899297,25.976878779236113,-2.209019197540352,Injured
-0.9785447705648038,34.975389118915494,-2.289174510064611,Injured
-0.9776363300431795,32.966030386960746,-3.2710652151686173,Injured
-0.981757829972804,23.968819335278397,-3.1927006529987603,Injured
-0.9799942699809228,26.960086241868634,-3.2232609970775767,Injured
-0.9635872658478628,56.949419591315326,-4.484703628455775,Killed
-0.9623484081786843,59.95911029880528,-4.508523934124546,Killed
-0.9752050560273365,32.9518739074319,-4.277043974854881,Injured
-0.9728715765464847,37.959819236238836,-4.3149857672922085,Injured
-0.980882974257465,20.95080294487569,-4.170883229954162,Injured
-0.9778776888865492,28.959076003791225,-4.250650757665191,Injured
-0.9770119326029036,29.957342790281565,-4.243991404999833,Injured
-0.9772458056850496,28.959660650214612,-4.236154223021356,Injured
-0.9808782916878925,20.95056690626056,-4.171415256329046,Injured
-0.9759470686787405,26.942531537817487,-5.222699525345557,Injured
-0.9738721533168877,31.949046626125657,-5.259480574636976,Injured
-0.9688725361372583,41.94880447286828,-5.34927640187738,Injured
-0.975803609564335,26.941438457513872,-5.222965092308511,Injured
-0.9648059197031694,49.949768416722975,-5.419858396725184,Injured
-0.966937249985177,44.941190556938565,-5.382405347475512,Injured
-0.979850721587013,19.963582778703028,-5.188108562092607,Injured
-0.9775374287280683,23.951184849223118,-5.19241913791822,Injured
-0.9726547126042968,33.950376952522824,-5.279525453788661,Injured
-0.9779024561949314,22.942701863146254,-5.191077399524245,Injured
-0.9715198898666976,36.94860984978282,-5.303258461073363,Injured
-0.9772928162993844,23.94300898450646,-5.1992325430754684,Injured
-0.9755591720847645,27.9410691286739,-5.232690302104572,Injured
-0.9667569422724092,41.94110091107695,-6.349193257827678,Injured
-0.9726162016209349,29.942070387117305,-6.244665678783148,Injured
-0.9661958826732351,42.942462473507284,-6.360020749640045,Injured
-0.9716147223292482,31.94209865483226,-6.264389558541511,Injured
-0.9721757819284222,30.940737092401932,-6.253562066729144,Injured
-0.9765397634271313,21.943085037746126,-6.172902086805403,Injured
-0.9761979711137326,21.935023367147327,-6.1794330066598855,Injured
-0.9724451605901724,29.93583046764025,-6.246935405749679,Injured
-0.9781516890264113,17.93680964974084,-6.144809863135628,Injured
-0.9690016517649364,32.93294826876558,-7.270615646376365,Injured
-0.9663835537687633,38.9306033038341,-7.32155035478153,Injured
-0.9569419975412,57.93068672765199,-7.489085391654165,Injured
-0.9710049799283675,28.93325597529958,-7.240218158178178,Injured
-0.9641980044341633,42.93226538469329,-7.357804301502096,Injured
-0.9522095934196315,67.94668781376159,-7.609121611533601,Injured
-0.9621658491916564,46.931817213385166,-7.392564488594982,Injured
-0.9706604185037975,25.92289883283084,-8.208212556237328,Injured
-0.9429422294822932,77.91211811986999,-9.66477984780766,Injured
-0.9512677829596372,60.913301697205476,-9.514396494243636,Injured
-0.9515305333535767,56.90334421786934,-10.489517815289545,Injured
-0.9585417578448864,37.895937257637236,-11.312448802506816,Injured
-0.9495635892853367,55.89673667359314,-11.472878258388205,Injured
-0.9652224229907599,20.890014739271468,-12.178108919357406,Injured
-0.962802571705412,24.905303697213554,-12.233722377879612,Injured
-0.9604592508920073,20.872077928764572,-14.163709951705586,Injured
-0.9370011568195451,63.85191517088586,-15.544276971591406,Injured
-0.9542108157065867,29.86146100719107,-15.243164499897311,Injured
-0.9519535002699686,29.852940203106435,-16.245915638326256,Injured
-0.9653922874878803,1.8479233137877422,-16.004924977193944,Injured
-0.9384293411536462,56.843228853369006,-16.485371328498637,Injured
-0.9480482941022107,37.852825527698364,-16.31333840849031,Injured
-0.9554433482378758,17.836664218033473,-17.145716920686787,Injured
-0.945077004250875,39.85923431034296,-17.363949451883542,Injured
-0.9354445848708447,60.842906856566,-17.524307362827123,Injured
-0.9478067178938718,33.84532011195915,-17.27833039883714,Injured
-0.9330084807971024,64.85784995419073,-17.582340138480678,Injured
-0.9489373611903307,31.86256935754353,-17.295705204641703,Injured
-0.9500577081926005,24.838734834376133,-18.201951986866444,Injured
-0.9390169875655535,46.828466737235814,-18.3980143310991,Injured
-0.9340968495593172,57.85229000602439,-18.522029381872613,Injured
-0.9507705036308709,23.85389552668906,-18.224468017813876,Injured
-0.9464500734000741,32.8409043137013,-18.288119801236803,Injured
-0.946860014184253,27.84519338483046,-19.260022402539388,Injured
-0.9510687762161572,18.84668606644189,-19.182215162065265,Injured
-0.9435882961892483,35.82678700273159,-19.30647410104334,Injured
-0.9429143903093569,34.81979319089105,-19.293455113708713,Injured
-0.9505011880154145,19.82894169391228,-19.156182380793272,Injured
-0.9502415246253152,15.809878600762252,-20.125922421775872,Injured
-0.9441528157489818,27.812492267539092,-20.23231315512001,Injured
-0.9445784816165944,27.819855499521424,-20.228152801416567,Injured
-0.9438414591749754,28.80984480148209,-20.23950690242338,Injured
-0.9478001665634295,20.80947465241211,-20.169475579711094,Injured
-0.9501958095979587,16.832622349752064,-20.16100657772389,Injured
-0.9429867049220576,30.824253413053246,-20.265841258776074,Injured
-0.9368591391781863,43.81800620575508,-20.365841906571404,Injured
-0.9314577538271759,53.810391736118326,-20.458789576383158,Injured
-0.9350275118936112,46.809639924336174,-20.395780634303815,Injured
-0.9371575444370608,38.81056273084724,-21.32380164228219,Injured
-0.9405005962151511,31.81046274444465,-21.26051078401255,Injured
-0.9223925404154831,68.82105279448162,-21.611463481518186,Injured
-0.9352731473822554,38.81643714396645,-22.352039875744136,Injured
-0.944121128737208,16.79416745290141,-23.137266973629075,Injured
-0.9422185231119395,19.79392274705772,-23.15578402914277,Injured
-1.9728125267147154,55.0097404158018,-0.49705940109909647,Injured
-1.9882190222771021,24.994390008105057,-0.21726091903152742,Injured
-1.983906849522628,33.00868058913968,-0.3031891823997659,Injured
-1.986147360926672,27.995310059256912,-0.23055949183844987,Injured
-1.987268953391822,24.986846015388448,-0.20674460237006387,Injured
-1.989638050200109,20.99443323484676,-0.16746821050381788,Injured
-1.9825284074284455,26.99013436065915,-2.2523240640364337,Injured
-1.9871649583700859,16.978484381613455,-2.133816677163885,Injured
-1.9804198619032152,25.961358828107276,-3.219245087909084,Injured
-1.975758393876811,31.957226697189377,-4.2675112184339365,Injured
-1.9706830975817575,33.94203743163014,-6.281296305103236,Injured
-1.9690176741008727,37.42855006536786,-6.314063325766946,Injured
-1.9644583845058745,38.92277769991637,-8.334998819165103,Injured
-1.9468712159213817,69.93058295496597,-9.62952644874787,Injured
-1.9628406611826716,37.41774877080753,-9.3457236344872,Injured
-1.9419185241457468,75.90255240495526,-10.64721533311272,Injured
-1.9513373593186756,55.89692997900152,-10.47724539433057,Injured
-1.959496302191324,39.905460833076326,-10.333632595979132,Injured
-1.9773458365008345,2.899111908668487,-10.015883415473795,Injured
-1.9668892629279475,23.900957600542817,-10.200622043770482,Injured
-1.9674009945622712,22.898457727185004,-10.189697823014301,Injured
-1.9634024750903414,31.906107150436558,-10.26394754328278,Injured
-1.9652286408269872,27.907557801534015,-10.228836921320363,Injured
-1.9616931597639868,30.89856069581029,-11.25486922816887,Injured
-1.9662106339761007,21.897829998594084,-11.178801721810139,Injured
-1.9638860143850454,25.89045846761465,-11.220189557701321,Injured
-1.950170448330764,53.8897791737283,-11.46184140346918,Injured
-1.9748389058094293,3.890581140187379,-11.022432814948242,Injured
-1.9584150509824878,37.37696389922899,-11.316248221001823,Injured
-1.9584878389692848,37.37552154712863,-11.3141313607765,Injured
-1.9561068146065093,42.91104732119482,-11.391386436311057,Injured
-1.97630636493042,0.8908264497859321,-10.999284145669812,Injured
-1.958906757581762,37.89836663267069,-11.328003938048518,Injured
-1.9511380315958358,52.911788108703185,-11.481335541341275,Injured
-1.9707047291688966,13.899474486405394,-11.121367365088249,Injured
-1.9747339238636379,4.912674976555575,-11.058265575778059,Injured
-1.9619329749695427,30.89810998091214,-11.256665740199153,Injured
-1.9456102542745275,59.886686220658234,-12.507577533215532,Injured
-1.9474157032286894,55.88778621734592,-12.472535429932346,Injured
-1.9590205330452832,32.88912783038934,-12.278952180692125,Injured
-1.9586295383472003,28.88227274163641,-13.237738401240147,Injured
-1.9610612760108288,23.881021412610252,-13.19428263606573,Injured
-1.9639929011816335,17.88237258611553,-13.144188362888398,Injured
-1.9413660761170066,63.8798275153724,-13.544237754941397,Injured
-1.9459325927810256,54.8801229759848,-13.464243409675424,Injured
-1.9438802221656892,58.87878911162219,-13.498567736780853,Injured
-1.9597489325956499,21.864101221882084,-14.179004568482702,Injured
-1.9586268238209894,24.8707667603972,-14.202953852595527,Injured
-1.9609312176155278,19.873310184667695,-14.158835856228798,Injured
-1.9595718847569634,22.871790806520767,-14.183791416328194,Injured
-1.962321062003411,16.890726633800607,-14.165765568037157,Injured
-1.937587183581051,67.86887562146042,-14.575265172169049,Injured
-1.9376855871593834,66.8604002246552,-14.574750016811427,Injured
-1.9565533500668244,28.889161820297293,-14.270880151913106,Injured
-1.937538141129146,67.86784946363181,-14.579192011076291,Injured
-1.9423264394483453,54.860079809766255,-15.470871430108664,Injured
-1.957555411450822,22.863770191505022,-15.185573602930237,Injured
-1.9568372741178635,24.8633225120592,-15.206235341988247,Injured
-1.9400375827385965,55.85203454967214,-16.483285492239993,Injured
-1.9558573028467572,21.854056315025883,-16.178303782247006,Injured
-1.9481552886798974,37.33000075355751,-16.31357820518802,Injured
-1.9558819106413843,21.854737281264786,-16.17617518125735,Injured
-1.9341392298718931,66.86696426107288,-16.598891291525312,Injured
-1.9467363378988431,40.85348463898277,-16.343645681843253,Injured
-1.951184485921045,32.85439349859968,-16.282582462919613,Injured
-1.940059100725729,54.85285039699499,-16.47104128594223,Injured
-1.9550486779044691,22.846888026464388,-16.18891192783717,Injured
-1.935850543710348,62.86968382511613,-16.567467484353777,Injured
-1.940744649352163,47.83683364083107,-17.409097324150878,Injured
-1.9337713915255685,62.842319513670176,-17.533280007092763,Injured
-1.949348231201773,30.84615728815645,-17.254354039948403,Injured
-1.941238053998061,46.83522016596271,-17.40250090386497,Injured
-1.935734162852438,58.85879040254728,-17.528556765237802,Injured
-1.948583567167206,31.837406182720486,-17.267208024207942,Injured
-1.9532394660183394,23.84464025549817,-17.201762053907935,Injured
-1.9404865541921874,48.84614542619629,-17.41326226874052,Injured
-1.9396590951765975,50.860283734544915,-17.461575577598193,Injured
-1.9304952869683345,68.83353706643605,-17.592606742844396,Injured
-1.9371637936249042,55.84395795503946,-17.471834732979314,Injured
-1.953601752690091,21.838019273383924,-17.181898777535814,Injured
-1.9515985978695576,26.861026318634362,-17.25127661541089,Injured
-1.9529239546200867,23.84634841844354,-17.194891591392214,Injured
-1.9292254498845778,67.83373166197785,-18.574784481263247,Injured
-1.9591857323222261,5.829872078934272,-18.04373736494799,Injured
-1.9501822585832345,24.838077136518002,-18.204293279097786,Injured
-1.9457481098912544,34.83584004162833,-18.297471896717024,Injured
-1.9431458708584497,35.82671796507641,-19.307771457365078,Injured
-1.9358063251288362,50.825998679021794,-19.43639846421655,Injured
-1.9352327831695777,51.83950292593361,-19.46812028799197,Injured
-1.9456811594675076,26.82041892695737,-20.23166226471418,Injured
-1.9291652620318105,59.830133132944276,-20.538278822647293,Injured
-1.9447065321635022,27.835900840325493,-20.259946485388763,Injured
-1.9407897614662761,35.81898170485037,-20.29589884673575,Injured
-1.95657878027103,3.838082935399424,-20.04825312925775,Injured
